group,entities/0/geoId,entities/0/destinationId,entities/0/landmarkCityDestinationId,entities/0/type,entities/0/redirectPage,entities/0/latitude,entities/0/longitude,entities/0/searchDetail,entities/0/caption,entities/0/name
CITY_GROUP,500229,429944,,CITY,DEFAULT_PAGE,-1.4248253180804327,-78.42557103398643,,"Baños de Agua Santa, Tungurahua, Ecuador",Baños de Agua Santa
CITY_GROUP,6150423,429029,,CITY,DEFAULT_PAGE,-1.257368636311073,-78.61428555590945,,"Ambato, Tungurahua, Ecuador",Ambato
CITY_GROUP,553248635975858875,12524594,,CITY,DEFAULT_PAGE,-1.2235383948847502,-78.79976775282123,,"San Fernando, Tungurahua, Ecuador",San Fernando
CITY_GROUP,553248635976388677,12518925,,CITY,DEFAULT_PAGE,-1.3848248181438232,-78.37340393239202,,"Ulba, Tungurahua, Ecuador",Ulba
CITY_GROUP,739209777012944896,739209777012944896,,CITY,DEFAULT_PAGE,-1.240570415558343,-78.73852981317123,,"Pasa, Tungurahua, Ecuador",Pasa
CITY_GROUP,739208477782781952,739208477782781952,,CITY,DEFAULT_PAGE,-1.0970229393182014,-78.53562686294423,,"San Andrés, Tungurahua, Ecuador",San Andrés
CITY_GROUP,739209068241768448,739209068241768448,,CITY,DEFAULT_PAGE,-1.433002157138273,-78.5870256211097,,"Quero, Quero, Tungurahua, Ecuador",Quero
CITY_GROUP,553248635976396997,12508457,,NEIGHBORHOOD,DEFAULT_PAGE,-1.2438591164927344,-78.64046341697231,,"Ficoa, Ambato, Tungurahua, Ecuador",Ficoa
CITY_GROUP,553248635975867223,12495095,,CITY,DEFAULT_PAGE,-1.262313,-78.4896005,,"Platopamba, Tungurahua, Ecuador",Platopamba
CITY_GROUP,553248635976399982,12544987,,NEIGHBORHOOD,DEFAULT_PAGE,-1.2470533132588035,-78.61666288399744,,"Cumanda, Ambato, Tungurahua, Ecuador",Cumanda
CITY_GROUP,553248635975868147,12505622,,CITY,DEFAULT_PAGE,-1.3833330000000001,-78.316667,,"Agoyán, Tungurahua, Ecuador",Agoyán
CITY_GROUP,739208732964696064,739208732964696064,,CITY,DEFAULT_PAGE,-1.2346743563457507,-78.39804895322487,,"Sucre, Tungurahua, Ecuador",Sucre
CITY_GROUP,739209595871150080,739209595871150080,,CITY,DEFAULT_PAGE,-1.4686892241881409,-78.67876982541625,,"Yanayacu, Tungurahua, Ecuador",Yanayacu
CITY_GROUP,739208325450055680,739208325450055680,,CITY,DEFAULT_PAGE,-1.4385247880729364,-78.50635540640647,,"Cotalo, Tungurahua, Ecuador",Cotalo
CITY_GROUP,553248635975859818,12456205,,CITY,DEFAULT_PAGE,-1.4295075000000002,-78.57376100000002,,"Sabañag, Tungurahua, Ecuador",Sabañag
HOTEL_GROUP,,,,,,,,,,
LANDMARK_GROUP,,,,,,,,,,
TRANSPORT_GROUP,,,,,,,,,,
